,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,calory_to_balance,needed_calory
3259,16,53.98730258153884,1.6146636671280488,M,20.70749108272469,1504.158,1.7,2557.0686,2679.628758420252,-122.56015842025181
3260,15,53.98432662123022,1.6247706053994968,M,20.449541810055308,1515.971,1.7,2577.1507,2734.739521767737,-157.58882176773704
3261,15,50.97455063865091,1.616279508819056,M,19.512839485542333,1470.491,1.9,2793.9329,3107.100018678543,-313.1671186785434
3262,14,50.646787214807965,1.6137837808120632,F,19.4473848388209,1349.752,1.3,1754.6776,1957.9241237614438,-203.24652376144377
3263,14,48.16259205965324,1.597149548076122,M,18.880725850216496,1429.202,1.7,2429.6434,2792.438288562695,-362.7948885626952
3264,15,53.74653335980969,1.6168428895842923,M,20.55960731380909,1508.749,1.7,2564.8733,2707.1407425479792,-142.26744254797904
3265,14,54.296816236479806,1.6066211501379526,F,21.03523679076829,1383.575,1.3,1798.6475,1855.4890129465684,-56.8415129465684
3266,15,49.04496587229959,1.595038326397308,M,19.277565647165627,1433.435,1.5,2150.1525,2420.3423867919832,-270.1898867919831
3267,14,51.6113663866765,1.6118185854645857,F,19.866119272130675,1358.678,1.9,2581.4882,2819.7904770754926,-238.30227707549284
3268,17,47.92851596192104,1.612241731513838,M,18.438842949103385,1413.142,1.7,2402.3414,2827.2277454662594,-424.8863454662596
3269,16,47.90206180144557,1.6175563162605078,F,18.3077674402626,1314.644,1.2,1577.5728,1869.8800862367175,-292.3072862367176
3270,15,48.69999112669117,1.6198586746601138,F,18.55985718835701,1327.396,1.5,1991.094,2327.9672554325743,-336.8732554325743
3271,16,51.43006151072588,1.6089983926549754,M,19.865789221367702,1466.291,1.9,2785.9529,3043.180276219494,-257.22737621949364
3272,16,51.32648230498401,1.5927529587673226,M,20.232272214495136,1456.749,1.9,2767.8231,2968.611762102013,-200.78866210201295
3273,15,51.30501618973172,1.61734850541176,M,19.613387372523693,1475.553,1.5,2213.3295000000003,2448.799344945584,-235.46984494558365
3274,15,52.38338889632769,1.607602026571263,F,20.26919502107789,1360.673,1.3,1768.8749,1893.7399975718797,-124.86509757187969
3275,16,52.71745433991111,1.6210857313873717,F,20.06053282954059,1361.472,1.3,1769.9136,1914.5615645583812,-144.6479645583811
3276,17,48.50949109997612,1.599162266425037,F,18.96887834364104,1312.649,1.7,2231.5033,2552.793092599126,-321.28979259912603
3277,16,51.6384888181324,1.5968678314453548,F,20.25049203322204,1346.997,1.2,1616.3964,1732.0962780783907,-115.69987807839061
3278,17,53.29165168631899,1.6106548742661964,F,20.542542693782934,1360.511,1.5,2040.7665,2155.7522703069494,-114.98577030694946
3279,17,51.65695463950016,1.587814553034383,M,20.489400102775072,1452.008,1.5,2178.012,2306.698105504746,-128.68610550474568
3280,16,47.9696677363519,1.618971053789222,F,18.30157822744932,1315.534,1.3,1710.1942,2027.7603209290091,-317.56612092900923
3281,16,48.116833209565335,1.6017364599458788,M,18.754906951153533,1417.269,1.7,2409.3573,2787.699962797432,-378.3426627974318
3282,14,52.38222948266527,1.5939759483355402,F,20.61676168635813,1363.045,1.5,2044.5675,2151.9924139860045,-107.42491398600441
3283,16,51.75568826658365,1.6082727691883116,F,20.00961216599548,1350.061,1.2,1620.0731999999998,1756.9350244450875,-136.86182444508768
3284,14,53.76824500686019,1.6114472567211178,M,20.70587893638636,1513.149,1.7,2572.3533,2695.855934514696,-123.50263451469573
3285,15,48.64823505032936,1.6159911540127994,M,18.62898232088636,1438.476,1.7,2445.4092,2848.53883727746,-403.12963727746
3286,17,48.01604926363228,1.6197433443615694,M,18.30180886616205,1418.092,1.7,2410.7564,2858.3739597850085,-447.6175597850083
3287,15,51.06614420667939,1.6110094144967206,M,19.67600437968585,1469.111,1.2,1762.9332000000002,1944.2794228840683,-181.34622288406808
3288,16,52.59632809114608,1.6221283479366029,M,19.98872061407281,1488.834,1.2,1786.6008,1939.555717873459,-152.95491787345895
3289,17,52.88138945868936,1.5908387033275389,F,20.8953938312697,1353.204,1.5,2029.806,2107.966499970176,-78.1604999701758
3290,16,52.69372973095739,1.6176872145183696,F,20.13584379641168,1360.667,1.9,2585.2672999999995,2786.0913591312906,-200.82405913129105
3291,14,51.90977089172248,1.599060890370149,F,20.301078433619587,1359.374,1.5,2039.061,2179.5701073064056,-140.50910730640567
3292,16,50.08609503604176,1.598868255236899,F,19.59258833223407,1332.434,1.2,1598.9208,1770.9034034526505,-171.98260345265044
3293,17,48.563869669173336,1.6207137450834423,M,18.488456433908524,1426.082,1.3,1853.9066000000005,2175.9400717853923,-322.03347178539184
3294,16,48.98491994997117,1.6152368943973203,F,18.775432533309885,1324.646,1.2,1589.5752,1837.1764154462944,-247.60121544629442
3295,15,53.95587225954493,1.5922720532022323,M,21.281594923698204,1499.331,1.2,1799.1971999999998,1834.570171078859,-35.37297107885911
3296,15,51.73885216601238,1.5981988786313115,F,20.256068004971976,1352.887,1.9,2570.4853,2753.7195765885344,-183.2342765885346
3297,16,53.13449448163584,1.593709990356558,F,20.919820940100664,1360.822,1.3,1769.0685999999998,1835.0438433444483,-65.97524334444847
3298,16,47.9697801832485,1.6023475270963032,M,18.683330633544525,1415.56,1.3,1840.228,2137.357004660795,-297.1290046607951
3299,17,51.79792633865115,1.5877468329148718,F,20.547068247183905,1342.277,1.9,2550.3263,2693.429546455366,-143.10324645536593
3300,15,49.193782471537325,1.622281788773447,M,18.69207997432208,1449.096,1.5,2173.644,2523.425689639479,-349.7816896394793
3301,14,50.44199848411552,1.5936781637218016,F,19.860539452213622,1344.368,1.5,2016.552,2203.3227498824394,-186.77074988243953
3302,15,49.21167217793101,1.6183470416585872,M,18.78991458007746,1447.373,1.5,2171.0595000000003,2507.302039571368,-336.2425395713676
3303,15,52.596423101424456,1.6000355805444648,M,20.544564030366708,1484.589,1.2,1781.5068,1881.699582568848,-100.19278256884786
3304,16,51.34042319783331,1.601479072342422,F,20.017825939487647,1344.92,1.5,2017.38,2186.9081154134797,-169.52811541347955
3305,17,54.00492604719628,1.5901727021830705,M,21.357223279896072,1485.354,1.2,1782.4248,1811.032157743505,-28.607357743504963
3306,16,54.01680519191677,1.590208818038138,F,21.3609507953122,1368.697,1.3,1779.3061,1807.5479289280242,-28.241828928024233
3307,14,47.958242517282514,1.607262575640343,F,18.56477091743813,1322.834,1.7,2248.8178000000003,2628.5994304493224,-379.78163044932217
3308,15,49.27825196427992,1.595873347182999,F,19.34899670262267,1328.87,1.2,1594.6439999999998,1788.4015038004325,-193.7575038004327
3309,15,48.52106889933114,1.6187471239491504,F,18.517073056153865,1325.489,1.5,1988.2335,2329.9938828972504,-341.76038289725034
3310,15,53.11326296673994,1.6217834742684651,M,20.19376236655498,1502.543,1.3,1953.3059,2099.0015263426662,-145.69562634266617
3311,14,52.96842520277795,1.5974703249823397,M,20.75637280712219,1495.203,1.2,1794.2436,1875.813586593516,-81.56998659351598
3312,16,51.53725669519894,1.6227829749733114,M,19.57043198085204,1474.652,1.2,1769.5824,1962.1405453681855,-192.55814536818548
3313,15,52.729455238378,1.6186730701942336,F,20.12495888001187,1365.877,1.2,1639.0523999999998,1767.3296771466007,-128.2772771466009
3314,15,48.58893637543447,1.5926249666675838,M,19.15624368759889,1425.981,1.7,2424.1677,2746.0727660326406,-321.90506603264066
3315,15,52.9667806144864,1.5951235340734875,F,20.816846110142208,1364.152,1.9,2591.8888,2701.8495819401423,-109.96078194014217
3316,16,52.97525525023418,1.5880316778997563,M,21.00655014186567,1476.977,1.9,2806.2563,2898.8939782470925,-92.63767824709248
3317,15,52.11021360601937,1.5925993487776409,F,20.54517220567045,1355.5,1.2,1626.6,1718.029892699463,-91.42989269946315
3318,15,51.23326429665772,1.5896299648876806,M,20.27495720065504,1460.711,1.9,2775.3509,2970.418824265348,-195.0679242653482
3319,16,51.79946133848998,1.6063454961149022,F,20.074619563304587,1350.154,1.2,1620.1848,1751.3661989523878,-131.18139895238778
3320,16,51.31317503423911,1.6231096287609046,M,19.477498495989472,1471.745,1.5,2207.6175,2459.5201360104825,-251.90263601048264
3321,17,49.45879397362785,1.6174156469560976,M,18.90602560576268,1436.693,1.5,2155.0395,2473.5160168060875,-318.4765168060876
3322,15,49.465788481459775,1.6016870514440298,F,19.281890262443813,1331.658,1.5,1997.487,2247.9885172060067,-250.5015172060066
3323,16,52.10986231812118,1.605349674280376,M,20.219976065399507,1473.78,1.9,2800.182,3005.14447709854,-204.96247709854015
3324,17,51.21830698794681,1.6146567374617844,M,19.645577536999763,1459.419,1.2,1751.3028000000002,1934.4440594034982,-183.141259403498
3325,17,47.78615687087568,1.6217963822477957,M,18.16809741509007,1415.969,1.2,1699.1628,2029.4823347531683,-330.3195347531682
3326,16,52.75855009321119,1.6073115741935595,F,20.421738354940526,1359.525,1.2,1631.43,1733.546399659722,-102.11639965972199
3327,17,53.480968766608754,1.5965653808462414,M,20.98098385429121,1481.372,1.5,2222.058,2298.207697735676,-76.149697735676
3328,15,49.51076435392772,1.6140555588762977,M,19.004772330696014,1449.325,1.9,2753.7175,3144.2454931956327,-390.52799319563246
3329,16,48.1587121998935,1.6088355235573382,F,18.605938065158867,1315.626,1.2,1578.7512,1841.2885671243084,-262.5373671243085
3330,14,52.131396216825735,1.6016617358670948,F,20.32159332650159,1361.944,1.3,1770.5272,1890.6214499379596,-120.0942499379596
3331,14,49.79561607485572,1.603846389604092,F,19.35822655276487,1339.892,1.2,1607.8704,1802.3752116392434,-194.50481163924337
3332,14,51.89029691722119,1.6020620853336882,M,20.21750088665909,1482.728,1.2,1779.2736,1909.7433128086427,-130.46971280864273
3333,17,52.16491091052612,1.6220451953638912,F,19.826797376359504,1351.631,1.5,2027.4465,2218.996251127183,-191.54975112718284
3334,15,49.2486943783242,1.5901787354792294,F,19.47613778404473,1327.618,1.5,1991.427,2218.815988013897,-227.388988013897
3335,14,50.596484716572206,1.6238276749307472,M,19.188475273630186,1475.886,1.5,2213.829,2503.5907551247296,-289.76175512472946
3336,17,51.02329237042062,1.6080962447769755,F,19.730786773276925,1338.3,1.5,2007.45,2207.801721267357,-200.3517212673571
3337,14,50.54136067373448,1.608138030776309,F,19.543407359390184,1347.781,1.3,1752.1153,1945.459218590753,-193.343918590753
3338,16,50.72099889549063,1.595954450270337,M,19.913464019949707,1450.055,1.9,2755.1045,3002.2786387192814,-247.17413871928147
3339,16,48.7295979529783,1.593020157166814,F,19.202168923993725,1318.418,1.2,1582.1015999999995,1787.9024424736494,-205.80084247364994
3340,15,52.07396407432379,1.5964037832789306,F,20.43314149745433,1355.799,1.5,2033.6985,2159.788178215186,-126.08967821518581
3341,16,52.581097396133295,1.5989396218366818,F,20.566742793236312,1356.398,1.5,2034.597,2146.7062307269994,-112.10923072699939
3342,14,50.47095942256007,1.6093255192717644,F,19.48739393696149,1347.307,1.5,2020.9605,2250.4211179731465,-229.46061797314655
3343,15,50.26676339583798,1.6150224268175668,M,19.27186778695219,1460.166,1.5,2190.249,2466.2063804826735,-275.95738048267367
3344,16,52.17215784675072,1.5904802919167638,F,20.62444238545444,1351.034,1.2,1621.2408,1705.7879530751165,-84.54715307511651
3345,17,50.9257820706156,1.6024524260223634,M,19.83204126090242,1449.309,1.9,2753.6871,3013.053940534256,-259.36684053425597
3346,16,53.73258293348767,1.6229188334485805,F,20.400655279563296,1371.529,1.9,2605.9051,2771.878642871244,-165.97354287124426
3347,16,47.62716589873127,1.5980348331423224,M,18.6501468576849,1408.71,1.3,1831.323,2130.7987225647516,-299.47572256475155
3348,14,53.18114899875104,1.6038617067076706,M,20.67396988524892,1501.313,1.2,1801.5756,1890.9861403974514,-89.41054039745154
3349,16,54.06686536462864,1.5902942844037833,M,21.37844904823564,1493.063,1.2,1791.6756,1818.623999911196,-26.94839991119602
3350,16,53.7447224108141,1.5980742072401757,F,21.044661274670823,1367.422,1.3,1777.6486,1833.0052509055356,-55.356650905535616
3351,16,47.67814980147863,1.592026560761801,M,18.81129853363236,1406.404,1.3,1828.3252,2109.0865560964035,-280.76135609640346
3352,17,54.35036307514862,1.620248680783042,M,20.703277180135792,1505.124,1.7,2558.7108,2681.8954253906104,-123.18462539061056
3353,17,53.50340793769911,1.6175420542871013,F,20.44891568643622,1363.715,1.5,2045.5725,2170.7225913911516,-125.15009139115159
3354,16,47.66809757557638,1.6181085546549792,M,18.20591504377758,1419.307,1.7,2412.8219,2875.8914399029345,-463.0695399029346
3355,16,51.16539377912125,1.6079703270678458,M,19.78883651307858,1462.151,1.5,2193.2265,2405.043622374941,-211.81712237494094
3356,16,53.80013879004535,1.5988919148567615,M,21.044818434447848,1493.708,1.5,2240.562,2310.316696313928,-69.75469631392798
3357,16,48.190515069168455,1.6045085647991122,M,18.7187777879947,1419.664,1.7,2413.4288,2797.8004522062565,-384.3716522062564
3358,15,49.19873655438118,1.591247868155078,F,19.430245162922677,1327.32,1.5,1990.98,2223.5574300649355,-232.57743006493547
3359,16,49.74920507206495,1.6203997394363483,F,18.947059385430848,1332.86,1.5,1999.29,2289.7797551297144,-290.48975512971447
3360,16,54.0407119485238,1.6167634428390565,F,20.674170835194428,1373.441,1.3,1785.4733,1874.0664822234758,-88.59318222347565
3361,16,52.65012297117564,1.5911891735310817,F,20.79484844405637,1355.743,1.5,2033.6145,2122.1330258174194,-88.51852581741946
3362,16,52.96019660314943,1.610749809114514,F,20.41236904528368,1362.045,1.3,1770.6585000000002,1882.353261630736,-111.69476163073568
3363,14,54.12522477481668,1.6146138924862776,M,20.761672834220715,1519.623,1.3,1975.5099,2064.7933898342376,-89.28348983423757
3364,15,47.94482038560586,1.6251848625071812,F,18.15248802586658,1321.052,1.2,1585.2623999999998,1895.067719145776,-309.80531914577614
3365,16,53.515847658548566,1.6200324799634636,F,20.390832878400776,1368.958,1.9,2601.0202,2768.015346729019,-166.99514672901887
3366,16,52.67220216354605,1.6032865816326527,F,20.49081160524134,1358.012,1.5,2037.018,2157.224977301204,-120.206977301204
3367,15,49.726926408230064,1.6204358349200452,M,18.937730812349784,1455.477,1.5,2183.2155,2501.660669878411,-318.44516987841143
3368,16,53.23621115504377,1.6158681225614762,F,20.38897119018593,1365.565,1.3,1775.2345,1889.3836422968973,-114.14914229689725
3369,16,51.16066259933997,1.5935500659098227,F,20.146737844429644,1341.846,1.2,1610.2152,1734.358689223774,-124.14348922377394
3370,15,52.82855341706262,1.5924836954748949,F,20.831413019714912,1362.376,1.9,2588.5144,2696.445144015906,-107.93074401590593
3371,15,50.52846609096342,1.5901408021379273,M,19.983196156304725,1451.31,1.9,2757.489,2994.391429277002,-236.90242927700183
3372,16,49.35646449089913,1.5972217281842125,F,19.3469996373394,1325.15,1.5,1987.725,2229.473991241142,-241.748991241142
3373,15,52.59652936788781,1.6194461129526887,M,20.05506550681021,1494.296,1.9,2839.1624,3072.033051155022,-232.87065115502173
3374,15,52.609214931116696,1.6123492874528325,M,20.23688021282887,1490.921,1.5,2236.3815,2398.0711473122947,-161.6896473122947
3375,17,49.92498523971853,1.6104343474574707,M,19.250051506060792,1439.589,1.7,2447.3013,2758.768629438715,-311.46732943871484
3376,17,50.46476637460403,1.5965180419586469,M,19.798879181800437,1440.026,1.5,2160.039,2367.4494838620235,-207.41048386202328
3377,16,48.66584589612911,1.6068430162201028,M,18.84852532507305,1427.344,1.7,2426.4848,2793.5724016539702,-367.08760165397007
3378,17,52.646032699646696,1.6139736334518116,M,20.210300825378216,1478.637,1.9,2809.4103,3016.4916414033196,-207.08134140331958
3379,17,53.4936408152299,1.611959467065627,M,20.58704068833332,1489.243,1.5,2233.8645,2354.6298073559797,-120.76530735597953
3380,14,51.7887348120094,1.6061443151017034,F,20.07549080376962,1359.416,1.9,2582.8904,2791.8979529743606,-209.00755297436035
3381,16,51.0133148653628,1.6100195218166633,M,19.679826310353665,1461.092,1.2,1753.3104,1933.291233367408,-179.98083336740797
3382,17,49.27769537999379,1.5923880844929064,M,19.43356826146552,1421.698,1.7,2416.8866000000003,2698.7549848987396,-281.86838489873935
3383,15,51.77157038704399,1.5885342161240217,F,20.51625985863317,1351.558,1.5,2027.337,2144.3095965411944,-116.97259654119443
3384,16,51.975482479941554,1.5911736780109806,F,20.52879026849371,1349.264,1.2,1619.1167999999998,1711.490745459206,-92.3739454592062
3385,16,51.243292377962085,1.5913109865022586,M,20.236104012557128,1454.889,1.9,2764.2890999999995,2964.259989609531,-199.9708896095317
3386,14,50.87047956771215,1.6000398371233469,F,19.87029159974781,1349.563,1.9,2564.1697,2800.2851498518626,-236.11544985186265
3387,17,54.37376488381889,1.6207203629903573,F,20.70013737097508,1372.611,1.2,1647.1332,1726.6933933548253,-79.56019335482529
3388,14,48.514034463639724,1.5915203135812692,F,19.15327393273629,1325.493,1.2,1590.5916,1802.0855254937069,-211.4939254937069
3389,15,51.10156931487873,1.624839673627554,M,19.355892795302477,1476.511,1.5,2214.7665,2482.9871480619013,-268.2206480619011
3390,16,52.71289923370293,1.5966512921242604,M,20.67743906636061,1477.692,1.5,2216.538,2326.1524043492573,-109.61440434925726
3391,15,51.0636955538945,1.6028255132908449,F,19.876492472543703,1347.192,1.9,2559.6648,2794.4933562461506,-234.82855624615058
3392,14,48.028571231888655,1.61791208426149,F,18.34804639996632,1325.319,1.3,1722.9147,2037.6691978535996,-314.75449785359956
3393,14,51.76729442919685,1.6106361376365368,M,19.955406979949974,1485.33,1.9,2822.127,3068.8502600588668,-246.7232600588668
3394,16,50.1779108714808,1.595026135096961,M,19.723181382830973,1442.15,1.5,2163.2250000000004,2380.0411094359756,-216.81610943597525
3395,16,53.01235152127568,1.602084630716331,F,20.654094552083627,1361.073,1.5,2041.6095,2144.9948356864975,-103.38533568649746
3396,16,53.870439242424254,1.6004919512257811,F,21.03020604637512,1369.04,1.2,1642.848,1695.1712941559501,-52.32329415595018
3397,16,51.35708585316165,1.6080995297113705,F,19.85978409675705,1346.205,1.5,2019.3075,2206.4173777778024,-187.10987777780247
3398,15,51.31541789603644,1.6210609103982498,M,19.527614950426845,1477.552,1.9,2807.3488,3119.657424352706,-312.3086243527059
3399,16,49.17456479045247,1.6160796929783836,M,18.828467745819214,1438.931,1.7,2446.1827,2819.2503663388475,-373.06766633884763
3400,16,52.988270591292114,1.5942280783885074,M,20.8486931592995,1480.253,1.5,2220.3795,2311.043420412586,-90.66392041258587
3401,14,53.817103035802,1.5880133611562948,M,21.340864668145837,1502.101,1.2,1802.5212,1832.854977913995,-30.333777913995164
3402,17,53.01432705085662,1.5939965380468728,F,20.86500558538637,1355.017,1.2,1626.0204,1691.091935518723,-65.07153551872284
3403,14,51.928878319425216,1.6236399857286328,F,19.698332564528023,1363.736,1.3,1772.8568000000002,1953.0075672129246,-180.1507672129244
3404,17,48.82426788224828,1.598879353490711,F,19.09872392018762,1315.622,1.7,2236.5574,2541.1800171999776,-304.6226171999774
3405,14,51.627749799873285,1.6243671915885332,M,19.56657348712444,1490.284,1.2,1788.3408000000002,1983.3311839467701,-194.99038394676995
3406,17,54.05527652376709,1.5876640904252912,F,21.444743162966947,1363.934,1.9,2591.4746,2622.3209293134623,-30.84632931346232
3407,15,51.739958289468575,1.6070482203899092,F,20.03402714349206,1354.402,1.3,1760.7226,1907.1392958759939,-146.4166958759938
3408,14,47.695595200190816,1.6104217962400402,M,18.390731041849307,1429.441,1.7,2430.0497,2867.3182360181722,-437.2685360181722
3409,16,47.62947945045779,1.601501666219703,F,18.570390891561075,1309.298,1.2,1571.1576,1835.939809726534,-264.7822097265339
3410,16,52.31915352123057,1.604700805020527,M,20.31760757581517,1476.323,1.2,1771.5876,1892.1248860894784,-120.53728608947836
3411,15,54.03951973002849,1.5970498083366218,M,21.187248415509643,1502.866,1.7,2554.8722,2616.702539788785,-61.830339788785295
3412,16,51.0634364897207,1.6129895642490526,F,19.626683704151983,1344.217,1.2,1613.0604,1783.460273148189,-170.39987314818882
3413,17,51.74920210991458,1.5889397377913947,F,20.496929397017336,1342.012,1.2,1610.4144,1704.9379350004128,-94.52353500041295
3414,16,54.00479195478503,1.6227685892803108,F,20.507801812476465,1374.117,1.3,1786.3521,1890.1996871462347,-103.84758714623467
3415,16,48.587431954179735,1.6102756065193464,F,18.73801220086517,1319.986,1.2,1583.9832,1834.369359542468,-250.38615954246802
3416,17,48.22888465255863,1.596994726633326,M,18.910379928113464,1409.633,1.3,1832.5229,2102.8528819181215,-270.3299819181216
3417,16,48.04543654969325,1.6064942763381127,M,18.616317562804305,1418.67,1.3,1844.271,2149.7635375516984,-305.49253755169843
3418,15,52.646104451439655,1.5982256358424876,F,20.610572530270524,1361.601,1.3,1770.0813000000005,1863.643727198094,-93.56242719809347
3419,17,53.7330049472017,1.6233461855839155,M,20.390075732880124,1498.215,1.2,1797.858,1913.3581998956747,-115.50019989567477
3420,17,49.504420144633016,1.5876917333236718,M,19.638649123509648,1422.456,1.3,1849.1928,2043.2914457422094,-194.09864574220933
3421,15,51.87830790298606,1.593077310422821,F,20.441468785496376,1353.355,1.2,1624.026,1724.0133069598426,-99.9873069598425
3422,15,51.56209937048828,1.5949943282667969,M,20.268065791996207,1467.898,1.5,2201.847,2357.4069864559156,-155.55998645591535
3423,14,51.39993370144736,1.606402176253629,M,19.91837897518308,1478.18,1.5,2217.27,2415.596121549231,-198.32612154923117
3424,16,54.39287305105441,1.6181823149170718,F,20.77242014421826,1377.063,1.9,2616.4197,2733.254338965552,-116.83463896555213
3425,14,49.58575245100948,1.6035644768979676,F,19.28341971582624,1337.829,1.5,2006.7435,2258.226735284964,-251.48323528496394
3426,16,49.290733631415,1.6191967222606205,F,18.80035500609532,1328.254,1.2,1593.9047999999998,1839.7383532803608,-245.833553280361
3427,16,52.90627913302389,1.6023568948984552,M,20.60576355007672,1483.194,1.5,2224.791,2342.9350037271615,-118.14400372716136
3428,14,51.66014346664257,1.590835292355692,F,20.412921884057017,1355.579,1.2,1626.6948,1729.2613649577322,-102.56656495773223
3429,15,54.3339692366568,1.5929047127508378,M,21.41370612167631,1504.828,1.2,1805.7936,1829.9364387154696,-24.14283871546968
3430,16,54.19776045112024,1.6191311323488835,M,20.67365641629216,1509.275,1.7,2565.7675,2693.145016482079,-127.37751648207905
3431,16,50.7561229672706,1.60090807312869,M,19.804124663215696,1453.013,1.5,2179.5195,2388.167816265421,-208.64831626542127
3432,15,54.30717687436194,1.6011101683731808,F,21.18433304697186,1378.038,1.3,1791.4494,1835.0566852307302,-43.60728523073021
3433,15,54.15122670253944,1.5889476864042429,F,21.44811360381207,1374.473,1.9,2611.4987,2642.1681102960897,-30.66941029608961
3434,17,50.83705144267309,1.6181211602698014,M,19.41593364153906,1455.928,1.5,2183.8920000000003,2440.8023469245572,-256.91034692455696
3435,15,51.78892256303979,1.6243235473319382,M,19.628711664054517,1485.67,1.5,2228.505,2463.66441810634,-235.15941810633967
3436,16,50.41374571499621,1.592083141477968,M,19.88920752374169,1443.91,1.5,2165.865,2363.053954960101,-197.188954960101
3437,16,50.61112690601044,1.6024723367623832,M,19.70901523528346,1451.809,1.5,2177.7135,2397.7039129484615,-219.99041294846165
3438,15,53.5688331616831,1.6079236695262271,M,20.719598239814506,1501.855,1.7,2553.1535,2673.9626081908045,-120.80910819080464
3439,17,53.59721801455434,1.61679544763557,M,20.503693099951217,1493.08,1.5,2239.62,2370.2926962028914,-130.67269620289153
3440,16,53.54483709335826,1.6198276185309963,M,20.407039378195336,1500.678,1.7,2551.1526000000003,2712.789954193526,-161.63735419352543
3441,15,51.81236806901621,1.608452009362161,M,20.02706128758238,1478.055,1.2,1773.666,1921.8272539997927,-148.16125399979273
3442,16,52.28369593153861,1.603550600518964,M,20.332975750354244,1475.262,1.9,2802.9978,2991.44862054637,-188.45082054636987
3443,16,52.03587275029352,1.6007289902575392,M,20.308003156809388,1470.456,1.2,1764.5471999999995,1885.4967642232666,-120.94956422326709
3444,14,50.219401954415225,1.6216105720631395,M,19.097582833492663,1469.611,1.5,2204.4165000000003,2504.8111306582323,-300.394630658232
3445,15,48.56933258705922,1.589770407502229,F,19.2173419702738,1321.027,1.7,2245.7459,2535.870262671174,-290.1243626711739
3446,14,51.13362749188282,1.5939094371509577,M,20.127012638531752,1468.285,1.5,2202.4275,2374.5539195669935,-172.12641956699372
3447,17,48.39280633036141,1.5881002424773851,F,19.18779119466273,1309.648,1.5,1964.472,2221.6753334202263,-257.2033334202263
3448,17,53.67057219278655,1.6009991133309376,F,20.93890866956041,1362.507,1.3,1771.2591000000002,1835.6411538236553,-64.38205382365504
3449,15,49.04512080497656,1.5955388087110485,M,19.265534582068238,1433.688,1.7,2437.2696,2745.2521545510194,-307.98255455101935
3450,15,50.42736597329503,1.6225832943089715,M,19.15368246170381,1466.147,1.9,2785.6793,3156.011431789329,-370.3321317893292
3451,15,54.12299298279519,1.5953993377915532,F,21.263903369641323,1375.299,1.3,1787.8887,1824.5561087994365,-36.667408799436544
3452,16,48.39033457058751,1.603017643367691,M,18.831374491164475,1421.656,1.3,1848.1528,2129.686060824551,-281.533260824551
3453,15,54.00713794099234,1.6085558852503588,M,20.872710755649383,1508.176,1.3,1960.6288,2038.3382617652883,-77.70946176528832
3454,16,54.18174887766671,1.603986025172598,F,21.05968441017654,1372.622,1.9,2607.9818,2687.2769770781947,-79.29517707819468
3455,16,48.424097784729504,1.6218243736455829,F,18.41000438770518,1320.381,1.9,2508.7239,2957.0502800290697,-448.3263800290697
3456,14,53.10483869369696,1.6210663038279882,F,20.20842826761064,1374.588,1.3,1786.9644,1918.859149583178,-131.89474958317783
3457,17,48.408473513241866,1.598584444927278,F,18.943063826366654,1311.581,1.5,1967.3715,2253.6988705373788,-286.3273705373788
3458,17,52.92220671881451,1.6254122867577363,F,20.03137992999728,1359.473,1.9,2582.9987,2798.163281105897,-215.164581105897
3459,17,53.60222445297877,1.5971649202099207,M,21.012769048861102,1483.333,1.9,2818.3327,2910.5073894730103,-92.1746894730104
3460,15,47.74630173604789,1.6010761971644274,M,18.62583435126395,1418.662,1.3,1844.2606,2148.6530087863803,-304.3924087863802
3461,15,52.47954395783764,1.5893243635224212,F,20.776145136771937,1358.489,1.3,1766.0357,1844.5661809597066,-78.53048095970667
3462,15,48.26070782412728,1.616833824166701,F,18.4613270124694,1322.665,1.9,2513.0635,2953.9305551094058,-440.86705510940556
3463,15,53.4447191952204,1.620998810143926,M,20.339459482832297,1506.692,1.3,1958.6996,2089.7202974285374,-131.02069742853746
3464,14,52.25300907592125,1.605848398787087,F,20.26292882989993,1363.823,1.9,2591.2637,2775.039223699316,-183.77552369931618
3465,15,51.99301734905072,1.619465188233725,F,19.82447924882333,1358.942,1.2,1630.7304,1785.0077793140701,-154.27737931407023
3466,16,53.70459275019218,1.5881108451414634,M,21.293634956020764,1487.008,1.5,2230.512,2273.0788096991555,-42.56680969915533
3467,14,52.86744095229013,1.623418961879221,M,20.0598213193017,1506.793,1.9,2862.9066999999995,3096.990466720798,-234.0837667207984
3468,16,51.96239233035301,1.5988887532098883,F,20.32603374905672,1350.45,1.5,2025.675,2162.6032920485504,-136.92829204855047
3469,15,51.59307150281193,1.5963302508225097,F,20.24631065097616,1351.17,1.2,1621.404,1737.8211470988967,-116.41714709889675
3470,15,54.281841884076655,1.6146922635349223,F,20.819727779725252,1380.103,1.3,1794.1339,1869.9910989188627,-75.85719891886265
3471,15,52.489222622738005,1.592364215224892,F,20.70071386315922,1359.098,1.5,2038.647,2137.0586634082656,-98.41166340826567
3472,14,48.044241003311946,1.61283272024783,M,18.46982096543533,1435.422,1.7,2440.2174,2866.985970199518,-426.76857019951785
3473,16,52.0369699849017,1.5950679050048175,F,20.45284124888212,1350.516,1.9,2565.9804,2722.446920818073,-156.46652081807315
3474,14,51.33670094282147,1.602802751709248,M,19.98332710624997,1475.514,1.9,2803.4765999999995,3044.30998384514,-240.83338384514036
